sgRNA,Gene,Category
GS1-259H13.2-2,GS1-259H13.2,Other
GS1-259H13.2-3,GS1-259H13.2,Other
GS1-259H13.2-4,GS1-259H13.2,Other
DEFB4B-1,DEFB4B,Other
DEFB4B-2,DEFB4B,Other
DEFB4B-3,DEFB4B,Other
DEFB4B-4,DEFB4B,Other
LOC100289561-1,LOC100289561,Other
LOC100289561-2,LOC100289561,Other
LOC100289561-3,LOC100289561,Other
LOC100289561-4,LOC100289561,Other
ZNF605-1,ZNF605,Other
ZNF605-2,ZNF605,Other
ZNF605-3,ZNF605,Other
ZNF605-4,ZNF605,Other
ZNF783-1,ZNF783,Other
ZNF783-2,ZNF783,Other
ZNF783-3,ZNF783,Other
ZNF783-4,ZNF783,Other
ZNF587B-1,ZNF587B,Other
ZNF587B-2,ZNF587B,Other
ZNF587B-3,ZNF587B,Other
ZNF587B-4,ZNF587B,Other
GPR75-ASB3-1,GPR75-ASB3,Other
GPR75-ASB3-2,GPR75-ASB3,Other
GPR75-ASB3-3,GPR75-ASB3,Other
GPR75-ASB3-4,GPR75-ASB3,Other
TMED7-TICAM2-1,TMED7-TICAM2,Other
TMED7-TICAM2-2,TMED7-TICAM2,Other
TMED7-TICAM2-3,TMED7-TICAM2,Other
TMED7-TICAM2-4,TMED7-TICAM2,Other
PET117-1,PET117,Other
PET117-2,PET117,Other
PET117-3,PET117,Other
PET117-4,PET117,Other
SPDYE2B-1,SPDYE2B,Other
SPDYE2B-2,SPDYE2B,Other
SPDYE2B-3,SPDYE2B,Other
SPDYE2B-4,SPDYE2B,Other
ANKRD61-1,ANKRD61,Other
ANKRD61-2,ANKRD61,Other
ANKRD61-3,ANKRD61,Other
ANKRD61-4,ANKRD61,Other
SAP25-1,SAP25,Other
SAP25-2,SAP25,Other
SAP25-3,SAP25,Other
SAP25-4,SAP25,Other
TRPC5OS-1,TRPC5OS,Other
TRPC5OS-2,TRPC5OS,Other
TRPC5OS-3,TRPC5OS,Other
TRPC5OS-4,TRPC5OS,Other
ZBED6-1,ZBED6,Other
ZBED6-2,ZBED6,Other
ZBED6-3,ZBED6,Other
ZBED6-4,ZBED6,Other
IGLL5-1,IGLL5,Other
IGLL5-2,IGLL5,Other
IGLL5-3,IGLL5,Other
IGLL5-4,IGLL5,Other
KLRF2-1,KLRF2,Other
KLRF2-2,KLRF2,Other
KLRF2-3,KLRF2,Other
KLRF2-4,KLRF2,Other
MTRNR2L1-1,MTRNR2L1,Other
MTRNR2L1-2,MTRNR2L1,Other
MTRNR2L2-1,MTRNR2L2,Other
MTRNR2L2-2,MTRNR2L2,Other
MTRNR2L2-3,MTRNR2L2,Other
MTRNR2L2-4,MTRNR2L2,Other
MTRNR2L3-1,MTRNR2L3,Other
MTRNR2L3-2,MTRNR2L3,Other
MTRNR2L3-3,MTRNR2L3,Other
MTRNR2L3-4,MTRNR2L3,Other
MTRNR2L4-1,MTRNR2L4,Other
MTRNR2L4-2,MTRNR2L4,Other
MTRNR2L4-3,MTRNR2L4,Other
MTRNR2L4-4,MTRNR2L4,Other
MTRNR2L5-1,MTRNR2L5,Other
MTRNR2L5-2,MTRNR2L5,Other
MTRNR2L5-3,MTRNR2L5,Other
MTRNR2L5-4,MTRNR2L5,Other
MTRNR2L6-1,MTRNR2L6,Other
MTRNR2L6-2,MTRNR2L6,Other
MTRNR2L6-3,MTRNR2L6,Other
MTRNR2L6-4,MTRNR2L6,Other
MTRNR2L8-1,MTRNR2L8,Other
MTRNR2L8-2,MTRNR2L8,Other
MTRNR2L8-3,MTRNR2L8,Other
MTRNR2L8-4,MTRNR2L8,Other
MTRNR2L9-1,MTRNR2L9,Other
MTRNR2L9-2,MTRNR2L9,Other
MTRNR2L9-3,MTRNR2L9,Other
MTRNR2L9-4,MTRNR2L9,Other
MTRNR2L10-1,MTRNR2L10,Other
MTRNR2L10-2,MTRNR2L10,Other
MTRNR2L10-3,MTRNR2L10,Other
MTRNR2L10-4,MTRNR2L10,Other
CCDC180-1,CCDC180,Other
CCDC180-2,CCDC180,Other
CCDC180-3,CCDC180,Other
CCDC180-4,CCDC180,Other
CCDC179-1,CCDC179,Other
CCDC179-2,CCDC179,Other
CCDC179-3,CCDC179,Other
CCDC179-4,CCDC179,Other
IQCJ-SCHIP1-1,IQCJ-SCHIP1,Other
IQCJ-SCHIP1-2,IQCJ-SCHIP1,Other
IQCJ-SCHIP1-3,IQCJ-SCHIP1,Other
IQCJ-SCHIP1-4,IQCJ-SCHIP1,Other
LOC100505478-1,LOC100505478,Other
LOC100505478-2,LOC100505478,Other
LOC100505478-3,LOC100505478,Other
LOC100505478-4,LOC100505478,Other
LOC100505549-1,LOC100505549,Other
LOC100505549-2,LOC100505549,Other
LOC100505549-3,LOC100505549,Other
LOC100505549-4,LOC100505549,Other
INAFM2-1,INAFM2,Other
INAFM2-2,INAFM2,Other
INAFM2-3,INAFM2,Other
INAFM2-4,INAFM2,Other
LRRC3C-1,LRRC3C,Other
LRRC3C-2,LRRC3C,Other
LRRC3C-3,LRRC3C,Other
LRRC3C-4,LRRC3C,Other
UBE2Q2L-1,UBE2Q2L,Other
UBE2Q2L-2,UBE2Q2L,Other
UBE2Q2L-3,UBE2Q2L,Other
UBE2Q2L-4,UBE2Q2L,Other
KRTAP9-7-1,KRTAP9-7,Other
KRTAP9-7-2,KRTAP9-7,Other
KRTAP9-7-3,KRTAP9-7,Other
KRTAP9-7-4,KRTAP9-7,Other
KRTAP16-1-1,KRTAP16-1,Other
KRTAP16-1-2,KRTAP16-1,Other
KRTAP16-1-3,KRTAP16-1,Other
KRTAP16-1-4,KRTAP16-1,Other
LOC100505841-1,LOC100505841,Other
LOC100505841-2,LOC100505841,Other
LOC100505841-3,LOC100505841,Other
LOC100505841-4,LOC100505841,Other
TMEM210-1,TMEM210,Other
TMEM210-2,TMEM210,Other
TMEM210-3,TMEM210,Other
TMEM210-4,TMEM210,Other
PPP5D1-1,PPP5D1,Other
PPP5D1-2,PPP5D1,Other
PPP5D1-3,PPP5D1,Other
PPP5D1-4,PPP5D1,Other
APELA-1,APELA,Other
APELA-2,APELA,Other
APELA-3,APELA,Other
APELA-4,APELA,Other
LRRC72-1,LRRC72,Other
LRRC72-2,LRRC72,Other
LRRC72-3,LRRC72,Other
LRRC72-4,LRRC72,Other
ARL17B-1,ARL17B,Other
ARL17B-2,ARL17B,Other
ARL17B-3,ARL17B,Other
ARL17B-4,ARL17B,Other
LINC01272-1,LINC01272,Other
LINC01272-2,LINC01272,Other
LINC01272-3,LINC01272,Other
LINC01272-4,LINC01272,Other
ZMYM6NB-1,ZMYM6NB,Other
ZMYM6NB-2,ZMYM6NB,Other
ZMYM6NB-3,ZMYM6NB,Other
ZMYM6NB-4,ZMYM6NB,Other
HSFX1-1,HSFX1,Other
HSFX1-2,HSFX1,Other
HSFX1-3,HSFX1,Other
HSFX1-4,HSFX1,Other
KRBOX1-1,KRBOX1,Other
KRBOX1-2,KRBOX1,Other
KRBOX1-3,KRBOX1,Other
KRBOX1-4,KRBOX1,Other
LOC100506388-1,LOC100506388,Other
LOC100506388-2,LOC100506388,Other
LOC100506388-3,LOC100506388,Other
LOC100506388-4,LOC100506388,Other
LOC100506422-1,LOC100506422,Other
LOC100506422-2,LOC100506422,Other
LOC100506422-3,LOC100506422,Other
LOC100506422-4,LOC100506422,Other
THEGL-1,THEGL,Other
THEGL-2,THEGL,Other
THEGL-3,THEGL,Other
THEGL-4,THEGL,Other
C16orf95-1,C16orf95,Other
C16orf95-2,C16orf95,Other
C16orf95-3,C16orf95,Other
C16orf95-4,C16orf95,Other
DCDC5-1,DCDC5,Other
DCDC5-2,DCDC5,Other
DCDC5-3,DCDC5,Other
DCDC5-4,DCDC5,Other
C17orf112-1,C17orf112,Other
C17orf112-2,C17orf112,Other
C17orf112-3,C17orf112,Other
C17orf112-4,C17orf112,Other
OCLN-1,OCLN,Other
OCLN-2,OCLN,Other
OCLN-3,OCLN,Other
OCLN-4,OCLN,Other
SLFN12L-1,SLFN12L,Other
SLFN12L-2,SLFN12L,Other
SLFN12L-3,SLFN12L,Other
SLFN12L-4,SLFN12L,Other
TCEB3CL2-1,TCEB3CL2,Other
TCEB3CL2-2,TCEB3CL2,Other
TCEB3CL2-3,TCEB3CL2,Other
TCEB3CL2-4,TCEB3CL2,Other
GFY-1,GFY,Other
GFY-2,GFY,Other
GFY-3,GFY,Other
GFY-4,GFY,Other
MRLN-1,MRLN,Other
MRLN-2,MRLN,Other
MRLN-3,MRLN,Other
MRLN-4,MRLN,Other
TPBGL-1,TPBGL,Other
TPBGL-2,TPBGL,Other
TPBGL-3,TPBGL,Other
TPBGL-4,TPBGL,Other
LRCOL1-1,LRCOL1,Other
LRCOL1-2,LRCOL1,Other
LRCOL1-3,LRCOL1,Other
LRCOL1-4,LRCOL1,Other
GIMD1-1,GIMD1,Other
GIMD1-2,GIMD1,Other
GIMD1-3,GIMD1,Other
GIMD1-4,GIMD1,Other
CT47A12-1,CT47A12,Other
CT47A12-2,CT47A12,Other
CT47A12-3,CT47A12,Other
CT47A12-4,CT47A12,Other
SMLR1-1,SMLR1,Other
SMLR1-2,SMLR1,Other
SMLR1-3,SMLR1,Other
SMLR1-4,SMLR1,Other
ZNF865-1,ZNF865,Other
ZNF865-2,ZNF865,Other
ZNF865-3,ZNF865,Other
ZNF865-4,ZNF865,Other
SMIM18-1,SMIM18,Other
SMIM18-2,SMIM18,Other
SMIM18-3,SMIM18,Other
SMIM18-4,SMIM18,Other
TMEM178B-1,TMEM178B,Other
TMEM178B-2,TMEM178B,Other
TMEM178B-3,TMEM178B,Other
TMEM178B-4,TMEM178B,Other
MICA-1,MICA,Other
MICA-2,MICA,Other
MICA-3,MICA,Other
MICA-4,MICA,Other
LOC100507462-1,LOC100507462,Other
LOC100507462-2,LOC100507462,Other
LOC100507462-3,LOC100507462,Other
LOC100507462-4,LOC100507462,Other
THEG5-1,THEG5,Other
THEG5-2,THEG5,Other
THEG5-3,THEG5,Other
THEG5-4,THEG5,Other
TGFBR3L-1,TGFBR3L,Other
TGFBR3L-2,TGFBR3L,Other
TGFBR3L-3,TGFBR3L,Other
TGFBR3L-4,TGFBR3L,Other
NPIPB9-1,NPIPB9,Other
NPIPB9-2,NPIPB9,Other
NPIPB9-3,NPIPB9,Other
NPIPB9-4,NPIPB9,Other
KRTAP9-6-1,KRTAP9-6,Other
KRTAP9-6-2,KRTAP9-6,Other
KRTAP9-6-3,KRTAP9-6,Other
KRTAP9-6-4,KRTAP9-6,Other
RNF212B-1,RNF212B,Other
RNF212B-2,RNF212B,Other
RNF212B-3,RNF212B,Other
RNF212B-4,RNF212B,Other
MUC22-1,MUC22,Other
MUC22-2,MUC22,Other
MUC22-3,MUC22,Other
MUC22-4,MUC22,Other
LY75-CD302-1,LY75-CD302,Other
LY75-CD302-2,LY75-CD302,Other
LY75-CD302-3,LY75-CD302,Other
LY75-CD302-4,LY75-CD302,Other
ARPC4-TTLL3-1,ARPC4-TTLL3,Other
ARPC4-TTLL3-2,ARPC4-TTLL3,Other
ARPC4-TTLL3-3,ARPC4-TTLL3,Other
ARPC4-TTLL3-4,ARPC4-TTLL3,Other
MSANTD3-TMEFF1-1,MSANTD3-TMEFF1,Other
MSANTD3-TMEFF1-2,MSANTD3-TMEFF1,Other
MSANTD3-TMEFF1-3,MSANTD3-TMEFF1,Other
MSANTD3-TMEFF1-4,MSANTD3-TMEFF1,Other
RBM14-RBM4-1,RBM14-RBM4,Other
RBM14-RBM4-2,RBM14-RBM4,Other
RBM14-RBM4-3,RBM14-RBM4,Other
RBM14-RBM4-4,RBM14-RBM4,Other
APITD1-CORT-1,APITD1-CORT,Other
APITD1-CORT-2,APITD1-CORT,Other
APITD1-CORT-3,APITD1-CORT,Other
APITD1-CORT-4,APITD1-CORT,Other
ATP5J2-PTCD1-1,ATP5J2-PTCD1,Other
ATP5J2-PTCD1-2,ATP5J2-PTCD1,Other
ATP5J2-PTCD1-3,ATP5J2-PTCD1,Other
ATP5J2-PTCD1-4,ATP5J2-PTCD1,Other
CCDC169-SOHLH2-1,CCDC169-SOHLH2,Other
CCDC169-SOHLH2-2,CCDC169-SOHLH2,Other
CCDC169-SOHLH2-3,CCDC169-SOHLH2,Other
CCDC169-SOHLH2-4,CCDC169-SOHLH2,Other
RNF103-CHMP3-1,RNF103-CHMP3,Other
RNF103-CHMP3-2,RNF103-CHMP3,Other
RNF103-CHMP3-3,RNF103-CHMP3,Other
RNF103-CHMP3-4,RNF103-CHMP3,Other
TMEM110-MUSTN1-1,TMEM110-MUSTN1,Other
TMEM110-MUSTN1-2,TMEM110-MUSTN1,Other
TMEM110-MUSTN1-3,TMEM110-MUSTN1,Other
TMEM110-MUSTN1-4,TMEM110-MUSTN1,Other
EPPIN-WFDC6-1,EPPIN-WFDC6,Other
EPPIN-WFDC6-2,EPPIN-WFDC6,Other
EPPIN-WFDC6-3,EPPIN-WFDC6,Other
EPPIN-WFDC6-4,EPPIN-WFDC6,Other
C15orf38-AP3S2-1,C15orf38-AP3S2,Other
C15orf38-AP3S2-2,C15orf38-AP3S2,Other
C15orf38-AP3S2-3,C15orf38-AP3S2,Other
C15orf38-AP3S2-4,C15orf38-AP3S2,Other
NT5C1B-RDH14-1,NT5C1B-RDH14,Other
NT5C1B-RDH14-2,NT5C1B-RDH14,Other
NT5C1B-RDH14-3,NT5C1B-RDH14,Other
NT5C1B-RDH14-4,NT5C1B-RDH14,Other
PHOSPHO2-KLHL23-1,PHOSPHO2-KLHL23,Other
PHOSPHO2-KLHL23-2,PHOSPHO2-KLHL23,Other
PHOSPHO2-KLHL23-3,PHOSPHO2-KLHL23,Other
PHOSPHO2-KLHL23-4,PHOSPHO2-KLHL23,Other
FPGT-TNNI3K-1,FPGT-TNNI3K,Other
FPGT-TNNI3K-2,FPGT-TNNI3K,Other
FPGT-TNNI3K-3,FPGT-TNNI3K,Other
FPGT-TNNI3K-4,FPGT-TNNI3K,Other
RPL17-C18orf32-1,RPL17-C18orf32,Other
RPL17-C18orf32-2,RPL17-C18orf32,Other
RPL17-C18orf32-3,RPL17-C18orf32,Other
RPL17-C18orf32-4,RPL17-C18orf32,Other
TGIF2-C20orf24-1,TGIF2-C20orf24,Other
TGIF2-C20orf24-2,TGIF2-C20orf24,Other
TGIF2-C20orf24-3,TGIF2-C20orf24,Other
TGIF2-C20orf24-4,TGIF2-C20orf24,Other
GIMAP1-GIMAP5-1,GIMAP1-GIMAP5,Other
GIMAP1-GIMAP5-2,GIMAP1-GIMAP5,Other
GIMAP1-GIMAP5-3,GIMAP1-GIMAP5,Other
GIMAP1-GIMAP5-4,GIMAP1-GIMAP5,Other
PMF1-BGLAP-1,PMF1-BGLAP,Other
PMF1-BGLAP-2,PMF1-BGLAP,Other
PMF1-BGLAP-3,PMF1-BGLAP,Other
PMF1-BGLAP-4,PMF1-BGLAP,Other
TMEM56-RWDD3-1,TMEM56-RWDD3,Other
TMEM56-RWDD3-2,TMEM56-RWDD3,Other
TMEM56-RWDD3-3,TMEM56-RWDD3,Other
TMEM56-RWDD3-4,TMEM56-RWDD3,Other
SAA2-SAA4-1,SAA2-SAA4,Other
SAA2-SAA4-2,SAA2-SAA4,Other
SAA2-SAA4-3,SAA2-SAA4,Other
SAA2-SAA4-4,SAA2-SAA4,Other
ST20-MTHFS-1,ST20-MTHFS,Other
ST20-MTHFS-2,ST20-MTHFS,Other
ST20-MTHFS-3,ST20-MTHFS,Other
ST20-MTHFS-4,ST20-MTHFS,Other
POC1B-GALNT4-1,POC1B-GALNT4,Other
POC1B-GALNT4-2,POC1B-GALNT4,Other
POC1B-GALNT4-3,POC1B-GALNT4,Other
POC1B-GALNT4-4,POC1B-GALNT4,Other
KLRC4-KLRK1-1,KLRC4-KLRK1,Other
KLRC4-KLRK1-2,KLRC4-KLRK1,Other
KLRC4-KLRK1-3,KLRC4-KLRK1,Other
KLRC4-KLRK1-4,KLRC4-KLRK1,Other
ARMCX5-GPRASP2-1,ARMCX5-GPRASP2,Other
ARMCX5-GPRASP2-2,ARMCX5-GPRASP2,Other
ARMCX5-GPRASP2-3,ARMCX5-GPRASP2,Other
ARMCX5-GPRASP2-4,ARMCX5-GPRASP2,Other
NEDD8-MDP1-1,NEDD8-MDP1,Other
NEDD8-MDP1-2,NEDD8-MDP1,Other
NEDD8-MDP1-3,NEDD8-MDP1,Other
NEDD8-MDP1-4,NEDD8-MDP1,Other
BCL2L2-PABPN1-1,BCL2L2-PABPN1,Other
BCL2L2-PABPN1-2,BCL2L2-PABPN1,Other
BCL2L2-PABPN1-3,BCL2L2-PABPN1,Other
BCL2L2-PABPN1-4,BCL2L2-PABPN1,Other
RPL36A-HNRNPH2-1,RPL36A-HNRNPH2,Other
RPL36A-HNRNPH2-2,RPL36A-HNRNPH2,Other
RPL36A-HNRNPH2-3,RPL36A-HNRNPH2,Other
RPL36A-HNRNPH2-4,RPL36A-HNRNPH2,Other
CORO7-PAM16-1,CORO7-PAM16,Other
CORO7-PAM16-2,CORO7-PAM16,Other
CORO7-PAM16-3,CORO7-PAM16,Other
CORO7-PAM16-4,CORO7-PAM16,Other
ZNF559-ZNF177-1,ZNF559-ZNF177,Other
ZNF559-ZNF177-2,ZNF559-ZNF177,Other
ZNF559-ZNF177-3,ZNF559-ZNF177,Other
ZNF559-ZNF177-4,ZNF559-ZNF177,Other
RPS10-NUDT3-1,RPS10-NUDT3,Other
RPS10-NUDT3-2,RPS10-NUDT3,Other
RPS10-NUDT3-3,RPS10-NUDT3,Other
RPS10-NUDT3-4,RPS10-NUDT3,Other
ZNF816-ZNF321P-1,ZNF816-ZNF321P,Other
ZNF816-ZNF321P-2,ZNF816-ZNF321P,Other
ZNF816-ZNF321P-3,ZNF816-ZNF321P,Other
ZNF816-ZNF321P-4,ZNF816-ZNF321P,Other
HSPE1-MOB4-1,HSPE1-MOB4,Other
HSPE1-MOB4-2,HSPE1-MOB4,Other
HSPE1-MOB4-3,HSPE1-MOB4,Other
HSPE1-MOB4-4,HSPE1-MOB4,Other
CKLF-CMTM1-1,CKLF-CMTM1,Other
CKLF-CMTM1-2,CKLF-CMTM1,Other
CKLF-CMTM1-3,CKLF-CMTM1,Other
CKLF-CMTM1-4,CKLF-CMTM1,Other
SYNJ2BP-COX16-1,SYNJ2BP-COX16,Other
SYNJ2BP-COX16-2,SYNJ2BP-COX16,Other
SYNJ2BP-COX16-3,SYNJ2BP-COX16,Other
SYNJ2BP-COX16-4,SYNJ2BP-COX16,Other
CHURC1-FNTB-1,CHURC1-FNTB,Other
CHURC1-FNTB-2,CHURC1-FNTB,Other
CHURC1-FNTB-3,CHURC1-FNTB,Other
CHURC1-FNTB-4,CHURC1-FNTB,Other
NDUFC2-KCTD14-1,NDUFC2-KCTD14,Other
NDUFC2-KCTD14-2,NDUFC2-KCTD14,Other
NDUFC2-KCTD14-3,NDUFC2-KCTD14,Other
NDUFC2-KCTD14-4,NDUFC2-KCTD14,Other
COMMD3-BMI1-1,COMMD3-BMI1,Other
COMMD3-BMI1-2,COMMD3-BMI1,Other
COMMD3-BMI1-3,COMMD3-BMI1,Other
COMMD3-BMI1-4,COMMD3-BMI1,Other
MINOS1-NBL1-1,MINOS1-NBL1,Other
MINOS1-NBL1-2,MINOS1-NBL1,Other
MINOS1-NBL1-3,MINOS1-NBL1,Other
MINOS1-NBL1-4,MINOS1-NBL1,Other
C8orf44-SGK3-1,C8orf44-SGK3,Other
C8orf44-SGK3-2,C8orf44-SGK3,Other
C8orf44-SGK3-3,C8orf44-SGK3,Other
C8orf44-SGK3-4,C8orf44-SGK3,Other
ZHX1-C8orf76-1,ZHX1-C8orf76,Other
ZHX1-C8orf76-2,ZHX1-C8orf76,Other
ZHX1-C8orf76-3,ZHX1-C8orf76,Other
ZHX1-C8orf76-4,ZHX1-C8orf76,Other
KRTAP29-1-1,KRTAP29-1,Other
KRTAP29-1-2,KRTAP29-1,Other
KRTAP29-1-3,KRTAP29-1,Other
KRTAP29-1-4,KRTAP29-1,Other
PRORY-1,PRORY,Other
PRORY-2,PRORY,Other
PRORY-3,PRORY,Other
PRORY-4,PRORY,Other
FXYD6-FXYD2-1,FXYD6-FXYD2,Other
FXYD6-FXYD2-2,FXYD6-FXYD2,Other
FXYD6-FXYD2-3,FXYD6-FXYD2,Other
FXYD6-FXYD2-4,FXYD6-FXYD2,Other
ZNF664-FAM101A-1,ZNF664-FAM101A,Other
ZNF664-FAM101A-2,ZNF664-FAM101A,Other
ZNF664-FAM101A-3,ZNF664-FAM101A,Other
ZNF664-FAM101A-4,ZNF664-FAM101A,Other
BIVM-ERCC5-1,BIVM-ERCC5,Other
BIVM-ERCC5-2,BIVM-ERCC5,Other
BIVM-ERCC5-3,BIVM-ERCC5,Other
BIVM-ERCC5-4,BIVM-ERCC5,Other
TVP23C-CDRT4-1,TVP23C-CDRT4,Other
TVP23C-CDRT4-2,TVP23C-CDRT4,Other
TVP23C-CDRT4-3,TVP23C-CDRT4,Other
TVP23C-CDRT4-4,TVP23C-CDRT4,Other
RBAK-RBAKDN-1,RBAK-RBAKDN,Other
RBAK-RBAKDN-2,RBAK-RBAKDN,Other
RBAK-RBAKDN-3,RBAK-RBAKDN,Other
RBAK-RBAKDN-4,RBAK-RBAKDN,Other
MAGEA10-MAGEA5-1,MAGEA10-MAGEA5,Other
MAGEA10-MAGEA5-2,MAGEA10-MAGEA5,Other
MAGEA10-MAGEA5-3,MAGEA10-MAGEA5,Other
MAGEA10-MAGEA5-4,MAGEA10-MAGEA5,Other
TNFAIP8L2-SCNM1-1,TNFAIP8L2-SCNM1,Other
TNFAIP8L2-SCNM1-2,TNFAIP8L2-SCNM1,Other
TNFAIP8L2-SCNM1-3,TNFAIP8L2-SCNM1,Other
TNFAIP8L2-SCNM1-4,TNFAIP8L2-SCNM1,Other
URGCP-MRPS24-1,URGCP-MRPS24,Other
URGCP-MRPS24-2,URGCP-MRPS24,Other
URGCP-MRPS24-3,URGCP-MRPS24,Other
URGCP-MRPS24-4,URGCP-MRPS24,Other
ISY1-RAB43-1,ISY1-RAB43,Other
ISY1-RAB43-2,ISY1-RAB43,Other
ISY1-RAB43-3,ISY1-RAB43,Other
ISY1-RAB43-4,ISY1-RAB43,Other
FAM47E-STBD1-1,FAM47E-STBD1,Other
FAM47E-STBD1-2,FAM47E-STBD1,Other
FAM47E-STBD1-3,FAM47E-STBD1,Other
FAM47E-STBD1-4,FAM47E-STBD1,Other
TIMM23B-1,TIMM23B,Other
TIMM23B-2,TIMM23B,Other
TIMM23B-3,TIMM23B,Other
TIMM23B-4,TIMM23B,Other
LOC100652758-1,LOC100652758,Other
LOC100652758-2,LOC100652758,Other
LOC100652758-3,LOC100652758,Other
LOC100652758-4,LOC100652758,Other
KIAA2012-1,KIAA2012,Other
KIAA2012-2,KIAA2012,Other
KIAA2012-3,KIAA2012,Other
KIAA2012-4,KIAA2012,Other
CEP295NL-1,CEP295NL,Other
CEP295NL-2,CEP295NL,Other
CEP295NL-3,CEP295NL,Other
CEP295NL-4,CEP295NL,Other
MYZAP-1,MYZAP,Other
MYZAP-2,MYZAP,Other
MYZAP-3,MYZAP,Other
MYZAP-4,MYZAP,Other
FSBP-1,FSBP,Other
FSBP-2,FSBP,Other
FSBP-3,FSBP,Other
FSBP-4,FSBP,Other
NARR-1,NARR,Other
NARR-2,NARR,Other
NARR-3,NARR,Other
NARR-4,NARR,Other
GDNF-AS1-1,GDNF-AS1,Other
GDNF-AS1-2,GDNF-AS1,Other
GDNF-AS1-3,GDNF-AS1,Other
GDNF-AS1-4,GDNF-AS1,Other
CYP3A7-CYP3A51P-1,CYP3A7-CYP3A51P,Other
CYP3A7-CYP3A51P-2,CYP3A7-CYP3A51P,Other
CYP3A7-CYP3A51P-3,CYP3A7-CYP3A51P,Other
CYP3A7-CYP3A51P-4,CYP3A7-CYP3A51P,Other
TMEM265-1,TMEM265,Other
TMEM265-2,TMEM265,Other
TMEM265-3,TMEM265,Other
TMEM265-4,TMEM265,Other
MED14OS-1,MED14OS,Other
MED14OS-2,MED14OS,Other
MED14OS-3,MED14OS,Other
MED14OS-4,MED14OS,Other
PTGES3L-1,PTGES3L,Other
PTGES3L-2,PTGES3L,Other
PTGES3L-3,PTGES3L,Other
PTGES3L-4,PTGES3L,Other
PTGES3L-AARSD1-1,PTGES3L-AARSD1,Other
PTGES3L-AARSD1-2,PTGES3L-AARSD1,Other
PTGES3L-AARSD1-3,PTGES3L-AARSD1,Other
PTGES3L-AARSD1-4,PTGES3L-AARSD1,Other
POTEB-1,POTEB,Other
POTEB-2,POTEB,Other
POTEB-3,POTEB,Other
POTEB-4,POTEB,Other
C5orf66-1,C5orf66,Other
C5orf66-2,C5orf66,Other
C5orf66-3,C5orf66,Other
C5orf66-4,C5orf66,Other
LOC100996634-1,LOC100996634,Other
LOC100996634-2,LOC100996634,Other
LOC100996634-3,LOC100996634,Other
LOC100996634-4,LOC100996634,Other
TCP11X2-1,TCP11X2,Other
TCP11X2-2,TCP11X2,Other
TCP11X2-3,TCP11X2,Other
TCP11X2-4,TCP11X2,Other
LOC100996693-1,LOC100996693,Other
LOC100996693-2,LOC100996693,Other
LOC100996693-3,LOC100996693,Other
LOC100996693-4,LOC100996693,Other
CH17-360D5.1-1,CH17-360D5.1,Other
CH17-360D5.1-2,CH17-360D5.1,Other
CH17-360D5.1-3,CH17-360D5.1,Other
CH17-360D5.1-4,CH17-360D5.1,Other
C7orf55-LUC7L2-1,C7orf55-LUC7L2,Other
C7orf55-LUC7L2-2,C7orf55-LUC7L2,Other
C7orf55-LUC7L2-3,C7orf55-LUC7L2,Other
C7orf55-LUC7L2-4,C7orf55-LUC7L2,Other
PYURF-1,PYURF,Other
PYURF-2,PYURF,Other
PYURF-3,PYURF,Other
PYURF-4,PYURF,Other
GOLGA8R-1,GOLGA8R,Other
GOLGA8R-2,GOLGA8R,Other
GOLGA8R-3,GOLGA8R,Other
GOLGA8R-4,GOLGA8R,Other
NPIPA7-1,NPIPA7,Other
NPIPA7-2,NPIPA7,Other
NPIPA7-3,NPIPA7,Other
NPIPA7-4,NPIPA7,Other
NPIPA8-1,NPIPA8,Other
NPIPA8-2,NPIPA8,Other
NPIPA8-3,NPIPA8,Other
NPIPA8-4,NPIPA8,Other
ZNF891-1,ZNF891,Other
ZNF891-2,ZNF891,Other
ZNF891-3,ZNF891,Other
ZNF891-4,ZNF891,Other
CT45A7-1,CT45A7,Other
CT45A7-2,CT45A7,Other
CT45A7-3,CT45A7,Other
CT45A7-4,CT45A7,Other
HNRNPCL4-1,HNRNPCL4,Other
HNRNPCL4-2,HNRNPCL4,Other
HNRNPCL4-3,HNRNPCL4,Other
HNRNPCL4-4,HNRNPCL4,Other
LOC101060321-1,LOC101060321,Other
LOC101060321-2,LOC101060321,Other
LOC101060321-3,LOC101060321,Other
LOC101060321-4,LOC101060321,Other
TBC1D3K-1,TBC1D3K,Other
TBC1D3K-2,TBC1D3K,Other
TBC1D3K-3,TBC1D3K,Other
TBC1D3K-4,TBC1D3K,Other
TBC1D3L-1,TBC1D3L,Other
TBC1D3L-2,TBC1D3L,Other
TBC1D3L-3,TBC1D3L,Other
TBC1D3L-4,TBC1D3L,Other
LOC101060389-1,LOC101060389,Other
LOC101060389-2,LOC101060389,Other
LOC101060389-3,LOC101060389,Other
LOC101060389-4,LOC101060389,Other
ERCC6-PGBD3-1,ERCC6-PGBD3,Other
ERCC6-PGBD3-2,ERCC6-PGBD3,Other
ERCC6-PGBD3-3,ERCC6-PGBD3,Other
ERCC6-PGBD3-4,ERCC6-PGBD3,Other
LOC101927322-1,LOC101927322,Other
LOC101927322-2,LOC101927322,Other
LOC101927322-3,LOC101927322,Other
LOC101927322-4,LOC101927322,Other
