sgRNA,Gene,Category
ANXA11-2,ANXA11,Other
ANXA11-3,ANXA11,Other
ANXA11-4,ANXA11,Other
ANXA13-1,ANXA13,Other
ANXA13-2,ANXA13,Other
ANXA13-3,ANXA13,Other
ANXA13-4,ANXA13,Other
AOAH-1,AOAH,Other
AOAH-2,AOAH,Other
AOAH-3,AOAH,Other
AOAH-4,AOAH,Other
AOC2-1,AOC2,Other
AOC2-2,AOC2,Other
AOC2-3,AOC2,Other
AOC2-4,AOC2,Other
AOX1-1,AOX1,Other
AOX1-2,AOX1,Other
AOX1-3,AOX1,Other
AOX1-4,AOX1,Other
APAF1-1,APAF1,Other
APAF1-2,APAF1,Other
APAF1-3,APAF1,Other
APAF1-4,APAF1,Other
NUDT2-1,NUDT2,Other
NUDT2-2,NUDT2,Other
NUDT2-3,NUDT2,Other
NUDT2-4,NUDT2,Other
APOF-1,APOF,Other
APOF-2,APOF,Other
APOF-3,APOF,Other
APOF-4,APOF,Other
APBA1-1,APBA1,Other
APBA1-2,APBA1,Other
APBA1-3,APBA1,Other
APBA1-4,APBA1,Other
APBA2-1,APBA2,Other
APBA2-2,APBA2,Other
APBA2-3,APBA2,Other
APBA2-4,APBA2,Other
APBB1-1,APBB1,Other
APBB1-2,APBB1,Other
APBB1-3,APBB1,Other
APBB1-4,APBB1,Other
APBB2-1,APBB2,Other
APBB2-2,APBB2,Other
APBB2-3,APBB2,Other
APBB2-4,APBB2,Other
APC-1,APC,Other
APC-2,APC,Other
APC-3,APC,Other
APC-4,APC,Other
APCS-1,APCS,Other
APCS-2,APCS,Other
APCS-3,APCS,Other
APCS-4,APCS,Other
AIRE-1,AIRE,Other
AIRE-2,AIRE,Other
AIRE-3,AIRE,Other
AIRE-4,AIRE,Other
APEH-1,APEH,Other
APEH-2,APEH,Other
APEH-3,APEH,Other
APEH-4,APEH,Other
APEX1-1,APEX1,Other
APEX1-2,APEX1,Other
APEX1-3,APEX1,Other
APEX1-4,APEX1,Other
BIRC2-1,BIRC2,Other
BIRC2-2,BIRC2,Other
BIRC2-3,BIRC2,Other
BIRC2-4,BIRC2,Other
BIRC3-1,BIRC3,Other
BIRC3-2,BIRC3,Other
BIRC3-3,BIRC3,Other
BIRC3-4,BIRC3,Other
XIAP-1,XIAP,Other
XIAP-2,XIAP,Other
XIAP-3,XIAP,Other
XIAP-4,XIAP,Other
BIRC5-1,BIRC5,Other
BIRC5-2,BIRC5,Other
BIRC5-3,BIRC5,Other
BIRC5-4,BIRC5,Other
APLP1-1,APLP1,Other
APLP1-2,APLP1,Other
APLP1-3,APLP1,Other
APLP1-4,APLP1,Other
APLP2-1,APLP2,Other
APLP2-2,APLP2,Other
APLP2-3,APLP2,Other
APLP2-4,APLP2,Other
APOA1-1,APOA1,Other
APOA1-2,APOA1,Other
APOA1-3,APOA1,Other
APOA1-4,APOA1,Other
APOA2-1,APOA2,Other
APOA2-2,APOA2,Other
APOA2-3,APOA2,Other
APOA2-4,APOA2,Other
APOA4-1,APOA4,Other
APOA4-2,APOA4,Other
APOA4-3,APOA4,Other
APOA4-4,APOA4,Other
APOB-1,APOB,Other
APOB-2,APOB,Other
APOB-3,APOB,Other
APOB-4,APOB,Other
APOBEC1-1,APOBEC1,Other
APOBEC1-2,APOBEC1,Other
APOBEC1-3,APOBEC1,Other
APOBEC1-4,APOBEC1,Other
APOC1-1,APOC1,Other
APOC1-2,APOC1,Other
APOC1-3,APOC1,Other
APOC1-4,APOC1,Other
AQP8-1,AQP8,Other
AQP8-2,AQP8,Other
AQP8-3,AQP8,Other
AQP8-4,AQP8,Other
APOC2-1,APOC2,Other
APOC2-2,APOC2,Other
APOC2-3,APOC2,Other
APOC2-4,APOC2,Other
APOC3-1,APOC3,Other
APOC3-2,APOC3,Other
APOC3-3,APOC3,Other
APOC3-4,APOC3,Other
APOC4-1,APOC4,Other
APOC4-2,APOC4,Other
APOC4-3,APOC4,Other
APOC4-4,APOC4,Other
APOD-1,APOD,Other
APOD-2,APOD,Other
APOD-3,APOD,Other
APOD-4,APOD,Other
APOE-1,APOE,Other
APOE-2,APOE,Other
APOE-3,APOE,Other
APOE-4,APOE,Other
APOH-1,APOH,Other
APOH-2,APOH,Other
APOH-3,APOH,Other
APOH-4,APOH,Other
APP-1,APP,Other
APP-2,APP,Other
APP-3,APP,Other
APP-4,APP,Other
APRT-1,APRT,Other
APRT-2,APRT,Other
APRT-3,APRT,Other
APRT-4,APRT,Other
KLK3-1,KLK3,Other
KLK3-2,KLK3,Other
KLK3-3,KLK3,Other
KLK3-4,KLK3,Other
FAS-1,FAS,Other
FAS-2,FAS,Other
FAS-3,FAS,Other
FAS-4,FAS,Other
FASLG-1,FASLG,Other
FASLG-2,FASLG,Other
FASLG-3,FASLG,Other
FASLG-4,FASLG,Other
SHROOM2-1,SHROOM2,Other
SHROOM2-2,SHROOM2,Other
SHROOM2-3,SHROOM2,Other
SHROOM2-4,SHROOM2,Other
AQP1-1,AQP1,Other
AQP1-2,AQP1,Other
AQP1-3,AQP1,Other
AQP1-4,AQP1,Other
AQP2-1,AQP2,Other
AQP2-2,AQP2,Other
AQP2-3,AQP2,Other
AQP2-4,AQP2,Other
AQP3-1,AQP3,Other
AQP3-2,AQP3,Other
AQP3-3,AQP3,Other
AQP3-4,AQP3,Other
AQP4-1,AQP4,Other
AQP4-2,AQP4,Other
AQP4-3,AQP4,Other
AQP4-4,AQP4,Other
AQP5-1,AQP5,Other
AQP5-2,AQP5,Other
AQP5-3,AQP5,Other
AQP5-4,AQP5,Other
AQP6-1,AQP6,Other
AQP6-2,AQP6,Other
AQP6-3,AQP6,Other
AQP6-4,AQP6,Other
AQP7-1,AQP7,Other
AQP7-2,AQP7,Other
AQP7-3,AQP7,Other
AQP7-4,AQP7,Other
AQP9-1,AQP9,Other
AQP9-2,AQP9,Other
AQP9-3,AQP9,Other
AQP9-4,AQP9,Other
AR-1,AR,Other
AR-2,AR,Other
AR-3,AR,Other
AR-4,AR,Other
ABCC6-1,ABCC6,Other
ABCC6-2,ABCC6,Other
ABCC6-3,ABCC6,Other
ABCC6-4,ABCC6,Other
ARAF-1,ARAF,Other
ARAF-2,ARAF,Other
ARAF-3,ARAF,Other
ARAF-4,ARAF,Other
ARCN1-1,ARCN1,Other
ARCN1-2,ARCN1,Other
ARCN1-3,ARCN1,Other
ARCN1-4,ARCN1,Other
TRIM23-1,TRIM23,Other
TRIM23-2,TRIM23,Other
TRIM23-3,TRIM23,Other
TRIM23-4,TRIM23,Other
AREG-1,AREG,Other
AREG-2,AREG,Other
AREG-3,AREG,Other
AREG-4,AREG,Other
ARF1-1,ARF1,Other
ARF1-2,ARF1,Other
ARF1-3,ARF1,Other
ARF1-4,ARF1,Other
ARF3-1,ARF3,Other
ARF3-2,ARF3,Other
ARF3-3,ARF3,Other
ARF3-4,ARF3,Other
ARF4-1,ARF4,Other
ARF4-2,ARF4,Other
ARF4-3,ARF4,Other
ARF4-4,ARF4,Other
ARL4D-1,ARL4D,Other
ARL4D-2,ARL4D,Other
ARL4D-3,ARL4D,Other
ARL4D-4,ARL4D,Other
ARF5-1,ARF5,Other
ARF5-2,ARF5,Other
ARF5-3,ARF5,Other
ARF5-4,ARF5,Other
ARF6-1,ARF6,Other
ARF6-2,ARF6,Other
ARF6-3,ARF6,Other
ARF6-4,ARF6,Other
ARG1-1,ARG1,Other
ARG1-2,ARG1,Other
ARG1-3,ARG1,Other
ARG1-4,ARG1,Other
ARG2-1,ARG2,Other
ARG2-2,ARG2,Other
ARG2-3,ARG2,Other
ARG2-4,ARG2,Other
RHOA-1,RHOA,Other
RHOA-2,RHOA,Other
RHOA-3,RHOA,Other
RHOA-4,RHOA,Other
RHOB-1,RHOB,Other
RHOB-2,RHOB,Other
RHOB-3,RHOB,Other
RHOB-4,RHOB,Other
RHOC-1,RHOC,Other
RHOC-2,RHOC,Other
RHOC-3,RHOC,Other
RHOC-4,RHOC,Other
RND3-1,RND3,Other
RND3-2,RND3,Other
RND3-3,RND3,Other
RND3-4,RND3,Other
RHOG-1,RHOG,Other
RHOG-2,RHOG,Other
RHOG-3,RHOG,Other
RHOG-4,RHOG,Other
ARHGAP1-1,ARHGAP1,Other
ARHGAP1-2,ARHGAP1,Other
ARHGAP1-3,ARHGAP1,Other
ARHGAP1-4,ARHGAP1,Other
ARHGAP4-1,ARHGAP4,Other
ARHGAP4-2,ARHGAP4,Other
ARHGAP4-3,ARHGAP4,Other
ARHGAP4-4,ARHGAP4,Other
ARHGAP5-1,ARHGAP5,Other
ARHGAP5-2,ARHGAP5,Other
ARHGAP5-3,ARHGAP5,Other
ARHGAP5-4,ARHGAP5,Other
ARHGAP6-1,ARHGAP6,Other
ARHGAP6-2,ARHGAP6,Other
ARHGAP6-3,ARHGAP6,Other
ARHGAP6-4,ARHGAP6,Other
ARHGDIA-1,ARHGDIA,Other
ARHGDIA-2,ARHGDIA,Other
ARHGDIA-3,ARHGDIA,Other
ARHGDIA-4,ARHGDIA,Other
ARHGDIB-1,ARHGDIB,Other
ARHGDIB-2,ARHGDIB,Other
ARHGDIB-3,ARHGDIB,Other
ARHGDIB-4,ARHGDIB,Other
ARHGDIG-1,ARHGDIG,Other
ARHGDIG-2,ARHGDIG,Other
ARHGDIG-3,ARHGDIG,Other
ARHGDIG-4,ARHGDIG,Other
RHOH-1,RHOH,Other
RHOH-2,RHOH,Other
RHOH-3,RHOH,Other
RHOH-4,RHOH,Other
ARL1-1,ARL1,Other
ARL1-2,ARL1,Other
ARL1-3,ARL1,Other
ARL1-4,ARL1,Other
PHOX2A-1,PHOX2A,Other
PHOX2A-2,PHOX2A,Other
PHOX2A-3,PHOX2A,Other
PHOX2A-4,PHOX2A,Other
ARL2-1,ARL2,Other
ARL2-2,ARL2,Other
ARL2-3,ARL2,Other
ARL2-4,ARL2,Other
ARL3-1,ARL3,Other
ARL3-2,ARL3,Other
ARL3-3,ARL3,Other
ARL3-4,ARL3,Other
ARNT-1,ARNT,Other
ARNT-2,ARNT,Other
ARNT-3,ARNT,Other
ARNT-4,ARNT,Other
ARNTL-1,ARNTL,Other
ARNTL-2,ARNTL,Other
ARNTL-3,ARNTL,Other
ARNTL-4,ARNTL,Other
ARR3-1,ARR3,Other
ARR3-2,ARR3,Other
ARR3-3,ARR3,Other
ARR3-4,ARR3,Other
ARRB1-1,ARRB1,Other
ARRB1-2,ARRB1,Other
ARRB1-3,ARRB1,Other
ARRB1-4,ARRB1,Other
ARRB2-1,ARRB2,Other
ARRB2-2,ARRB2,Other
ARRB2-3,ARRB2,Other
ARRB2-4,ARRB2,Other
ARSA-1,ARSA,Other
ARSA-2,ARSA,Other
ARSA-3,ARSA,Other
ARSA-4,ARSA,Other
ARSB-1,ARSB,Other
ARSB-2,ARSB,Other
ARSB-3,ARSB,Other
ARSB-4,ARSB,Other
STS-1,STS,Other
STS-2,STS,Other
STS-3,STS,Other
STS-4,STS,Other
ARSD-1,ARSD,Other
ARSD-2,ARSD,Other
ARSD-3,ARSD,Other
ARSD-4,ARSD,Other
ARSE-1,ARSE,Other
ARSE-2,ARSE,Other
ARSE-3,ARSE,Other
ARSE-4,ARSE,Other
ARSF-1,ARSF,Other
ARSF-2,ARSF,Other
ARSF-3,ARSF,Other
ARSF-4,ARSF,Other
ART1-1,ART1,Other
ART1-2,ART1,Other
ART1-3,ART1,Other
ART1-4,ART1,Other
ART3-1,ART3,Other
ART3-2,ART3,Other
ART3-3,ART3,Other
ART3-4,ART3,Other
ART4-1,ART4,Other
ART4-2,ART4,Other
ART4-3,ART4,Other
ART4-4,ART4,Other
ARVCF-1,ARVCF,Other
ARVCF-2,ARVCF,Other
ARVCF-3,ARVCF,Other
ARVCF-4,ARVCF,Other
ASAH1-1,ASAH1,Other
ASAH1-2,ASAH1,Other
ASAH1-3,ASAH1,Other
ASAH1-4,ASAH1,Other
ASCL1-1,ASCL1,Other
ASCL1-2,ASCL1,Other
ASCL1-3,ASCL1,Other
ASCL1-4,ASCL1,Other
ASCL2-1,ASCL2,Other
ASCL2-2,ASCL2,Other
ASCL2-3,ASCL2,Other
ASCL2-4,ASCL2,Other
ASGR1-1,ASGR1,Other
ASGR1-2,ASGR1,Other
ASGR1-3,ASGR1,Other
ASGR1-4,ASGR1,Other
ASGR2-1,ASGR2,Other
ASGR2-2,ASGR2,Other
ASGR2-3,ASGR2,Other
ASGR2-4,ASGR2,Other
ASIP-1,ASIP,Other
ASIP-2,ASIP,Other
ASIP-3,ASIP,Other
ASIP-4,ASIP,Other
ASL-1,ASL,Other
ASL-2,ASL,Other
ASL-3,ASL,Other
ASL-4,ASL,Other
ASMT-1,ASMT,Other
ASMT-2,ASMT,Other
ASMT-3,ASMT,Other
ASMT-4,ASMT,Other
ASNA1-1,ASNA1,Other
ASNA1-2,ASNA1,Other
ASNA1-3,ASNA1,Other
ASNA1-4,ASNA1,Other
ASNS-1,ASNS,Other
ASNS-2,ASNS,Other
ASNS-3,ASNS,Other
ASNS-4,ASNS,Other
ASPA-1,ASPA,Other
ASPA-2,ASPA,Other
ASPA-3,ASPA,Other
ASPA-4,ASPA,Other
ASPH-1,ASPH,Other
ASPH-2,ASPH,Other
ASPH-3,ASPH,Other
ASPH-4,ASPH,Other
ASS1-1,ASS1,Other
ASS1-2,ASS1,Other
ASS1-3,ASS1,Other
ASS1-4,ASS1,Other
ASTN1-1,ASTN1,Other
ASTN1-2,ASTN1,Other
ASTN1-3,ASTN1,Other
ASTN1-4,ASTN1,Other
SERPINC1-1,SERPINC1,Other
SERPINC1-2,SERPINC1,Other
SERPINC1-3,SERPINC1,Other
SERPINC1-4,SERPINC1,Other
ZFHX3-1,ZFHX3,Other
ZFHX3-2,ZFHX3,Other
ZFHX3-3,ZFHX3,Other
ZFHX3-4,ZFHX3,Other
ATF1-1,ATF1,Other
ATF1-2,ATF1,Other
ATF1-3,ATF1,Other
ATF1-4,ATF1,Other
ATF3-1,ATF3,Other
ATF3-2,ATF3,Other
ATF3-3,ATF3,Other
ATF3-4,ATF3,Other
ATF4-1,ATF4,Other
ATF4-2,ATF4,Other
ATF4-3,ATF4,Other
ATF4-4,ATF4,Other
ATIC-1,ATIC,Other
ATIC-2,ATIC,Other
ATIC-3,ATIC,Other
ATIC-4,ATIC,Other
ATM-1,ATM,Other
ATM-2,ATM,Other
ATM-3,ATM,Other
ATM-4,ATM,Other
RERE-1,RERE,Other
RERE-2,RERE,Other
RERE-3,RERE,Other
RERE-4,RERE,Other
ATOH1-1,ATOH1,Other
ATOH1-2,ATOH1,Other
ATOH1-3,ATOH1,Other
ATOH1-4,ATOH1,Other
ATOX1-1,ATOX1,Other
ATOX1-2,ATOX1,Other
ATOX1-3,ATOX1,Other
ATOX1-4,ATOX1,Other
ATP1A1-1,ATP1A1,Other
ATP1A1-2,ATP1A1,Other
ATP1A1-3,ATP1A1,Other
ATP1A1-4,ATP1A1,Other
ATP1A2-1,ATP1A2,Other
ATP1A2-2,ATP1A2,Other
ATP1A2-3,ATP1A2,Other
ATP1A2-4,ATP1A2,Other
ATP1A3-1,ATP1A3,Other
ATP1A3-2,ATP1A3,Other
ATP1A3-3,ATP1A3,Other
ATP1A3-4,ATP1A3,Other
ATP12A-1,ATP12A,Other
ATP12A-2,ATP12A,Other
ATP12A-3,ATP12A,Other
ATP12A-4,ATP12A,Other
ATP1A4-1,ATP1A4,Other
ATP1A4-2,ATP1A4,Other
ATP1A4-3,ATP1A4,Other
ATP1A4-4,ATP1A4,Other
ATP1B1-1,ATP1B1,Other
ATP1B1-2,ATP1B1,Other
ATP1B1-3,ATP1B1,Other
ATP1B1-4,ATP1B1,Other
ATP1B2-1,ATP1B2,Other
ATP1B2-2,ATP1B2,Other
ATP1B2-3,ATP1B2,Other
ATP1B2-4,ATP1B2,Other
ATP1B3-1,ATP1B3,Other
ATP1B3-2,ATP1B3,Other
ATP1B3-3,ATP1B3,Other
ATP1B3-4,ATP1B3,Other
FXYD2-1,FXYD2,Other
FXYD2-2,FXYD2,Other
FXYD2-3,FXYD2,Other
FXYD2-4,FXYD2,Other
ATP2A1-1,ATP2A1,Other
ATP2A1-2,ATP2A1,Other
ATP2A1-3,ATP2A1,Other
ATP2A1-4,ATP2A1,Other
ATP2A2-1,ATP2A2,Other
ATP2A2-2,ATP2A2,Other
ATP2A2-3,ATP2A2,Other
ATP2A2-4,ATP2A2,Other
ATP2A3-1,ATP2A3,Other
ATP2A3-2,ATP2A3,Other
ATP2A3-3,ATP2A3,Other
ATP2A3-4,ATP2A3,Other
ATP2B1-1,ATP2B1,Other
ATP2B1-2,ATP2B1,Other
ATP2B1-3,ATP2B1,Other
ATP2B1-4,ATP2B1,Other
ATP2B2-1,ATP2B2,Other
ATP2B2-2,ATP2B2,Other
ATP2B2-3,ATP2B2,Other
ATP2B2-4,ATP2B2,Other
ATP2B3-1,ATP2B3,Other
ATP2B3-2,ATP2B3,Other
ATP2B3-3,ATP2B3,Other
ATP2B3-4,ATP2B3,Other
ATP2B4-1,ATP2B4,Other
ATP2B4-2,ATP2B4,Other
ATP2B4-3,ATP2B4,Other
ATP2B4-4,ATP2B4,Other
ATP4A-1,ATP4A,Other
ATP4A-2,ATP4A,Other
ATP4A-3,ATP4A,Other
ATP4A-4,ATP4A,Other
ATP4B-1,ATP4B,Other
ATP4B-2,ATP4B,Other
ATP4B-3,ATP4B,Other
ATP4B-4,ATP4B,Other
ATP5A1-1,ATP5A1,Other
ATP5A1-2,ATP5A1,Other
ATP5A1-3,ATP5A1,Other
ATP5A1-4,ATP5A1,Other
ALDH7A1-1,ALDH7A1,Other
ALDH7A1-2,ALDH7A1,Other
ALDH7A1-3,ALDH7A1,Other
ALDH7A1-4,ALDH7A1,Other
ATP5B-1,ATP5B,Other
ATP5B-2,ATP5B,Other
ATP5B-3,ATP5B,Other
ATP5B-4,ATP5B,Other
ATP5C1-1,ATP5C1,Other
ATP5C1-2,ATP5C1,Other
ATP5C1-3,ATP5C1,Other
ATP5C1-4,ATP5C1,Other
ATP5D-1,ATP5D,Other
ATP5D-2,ATP5D,Other
ATP5D-3,ATP5D,Other
ATP5D-4,ATP5D,Other
ATP5E-1,ATP5E,Other
ATP5E-2,ATP5E,Other
ATP5E-3,ATP5E,Other
ATP5E-4,ATP5E,Other
ATP5F1-1,ATP5F1,Other
ATP5F1-2,ATP5F1,Other
ATP5F1-3,ATP5F1,Other
ATP5F1-4,ATP5F1,Other
ATP5G1-1,ATP5G1,Other
ATP5G1-2,ATP5G1,Other
ATP5G1-3,ATP5G1,Other
ATP5G1-4,ATP5G1,Other
ATP5G2-1,ATP5G2,Other
ATP5G2-2,ATP5G2,Other
ATP5G2-3,ATP5G2,Other
ATP5G2-4,ATP5G2,Other
ATP5G3-1,ATP5G3,Other
ATP5G3-2,ATP5G3,Other
ATP5G3-3,ATP5G3,Other
ATP5G3-4,ATP5G3,Other
ATP5I-1,ATP5I,Other
ATP5I-2,ATP5I,Other
ATP5I-3,ATP5I,Other
ATP5I-4,ATP5I,Other
ATP5J-1,ATP5J,Other
ATP5J-2,ATP5J,Other
ATP5J-3,ATP5J,Other
ATP5J-4,ATP5J,Other
ATP6V1A-1,ATP6V1A,Other
ATP6V1A-2,ATP6V1A,Other
ATP6V1A-3,ATP6V1A,Other
ATP6V1A-4,ATP6V1A,Other
ATP6V1B1-1,ATP6V1B1,Other
ATP6V1B1-2,ATP6V1B1,Other
ATP6V1B1-3,ATP6V1B1,Other
ATP6V1B1-4,ATP6V1B1,Other
ATP6V1B2-1,ATP6V1B2,Other
ATP6V1B2-2,ATP6V1B2,Other
ATP6V1B2-3,ATP6V1B2,Other
ATP6V1B2-4,ATP6V1B2,Other
ATP6V0C-1,ATP6V0C,Other
ATP6V0C-2,ATP6V0C,Other
ATP6V0C-3,ATP6V0C,Other
ATP6V0C-4,ATP6V0C,Other
ATP6V1C1-1,ATP6V1C1,Other
ATP6V1C1-2,ATP6V1C1,Other
ATP6V1C1-3,ATP6V1C1,Other
ATP6V1C1-4,ATP6V1C1,Other
ATP6V1E1-1,ATP6V1E1,Other
ATP6V1E1-2,ATP6V1E1,Other
ATP6V1E1-3,ATP6V1E1,Other
ATP6V1E1-4,ATP6V1E1,Other
ATP6V0B-1,ATP6V0B,Other
ATP6V0B-2,ATP6V0B,Other
ATP6V0B-3,ATP6V0B,Other
ATP6V0B-4,ATP6V0B,Other
ATP6V1G2-1,ATP6V1G2,Other
ATP6V1G2-2,ATP6V1G2,Other
ATP6V1G2-3,ATP6V1G2,Other
ATP6V1G2-4,ATP6V1G2,Other
ATP6V0A1-1,ATP6V0A1,Other
ATP6V0A1-2,ATP6V0A1,Other
ATP6V0A1-3,ATP6V0A1,Other
ATP6V0A1-4,ATP6V0A1,Other
ATP6AP1-1,ATP6AP1,Other
ATP6AP1-2,ATP6AP1,Other
ATP6AP1-3,ATP6AP1,Other
ATP6AP1-4,ATP6AP1,Other
ATP7A-1,ATP7A,Other
ATP7A-2,ATP7A,Other
ATP7A-3,ATP7A,Other
ATP7A-4,ATP7A,Other
ATP5O-1,ATP5O,Other
ATP5O-2,ATP5O,Other
ATP5O-3,ATP5O,Other
ATP5O-4,ATP5O,Other
ATP7B-1,ATP7B,Other
ATP7B-2,ATP7B,Other
ATP7B-3,ATP7B,Other
ATP7B-4,ATP7B,Other
ATR-1,ATR,Other
ATR-2,ATR,Other
ATR-3,ATR,Other
ATR-4,ATR,Other
ATRX-1,ATRX,Other
ATRX-2,ATRX,Other
ATRX-3,ATRX,Other
ATRX-4,ATRX,Other
KIF1A-1,KIF1A,Other
KIF1A-2,KIF1A,Other
KIF1A-3,KIF1A,Other
KIF1A-4,KIF1A,Other
AUH-1,AUH,Other
AUH-2,AUH,Other
AUH-3,AUH,Other
AUH-4,AUH,Other
AUP1-1,AUP1,Other
AUP1-2,AUP1,Other
AUP1-3,AUP1,Other
AUP1-4,AUP1,Other
AVP-1,AVP,Other
AVP-2,AVP,Other
AVP-3,AVP,Other
AVP-4,AVP,Other
AVPR1A-1,AVPR1A,Other
AVPR1A-2,AVPR1A,Other
AVPR1A-3,AVPR1A,Other
AVPR1A-4,AVPR1A,Other
AVPR1B-1,AVPR1B,Other
AVPR1B-2,AVPR1B,Other
AVPR1B-3,AVPR1B,Other
AVPR1B-4,AVPR1B,Other
AVPR2-1,AVPR2,Other
AVPR2-2,AVPR2,Other
AVPR2-3,AVPR2,Other
AVPR2-4,AVPR2,Other
AXL-1,AXL,Other
AXL-2,AXL,Other
AXL-3,AXL,Other
AXL-4,AXL,Other
AZGP1-1,AZGP1,Other
AZGP1-2,AZGP1,Other
AZGP1-3,AZGP1,Other
AZGP1-4,AZGP1,Other
AZU1-1,AZU1,Other
AZU1-2,AZU1,Other
AZU1-3,AZU1,Other
AZU1-4,AZU1,Other
B2M-1,B2M,Other
B2M-2,B2M,Other
B2M-3,B2M,Other
B2M-4,B2M,Other
BAAT-1,BAAT,Other
BAAT-2,BAAT,Other
BAAT-3,BAAT,Other
BAAT-4,BAAT,Other
BACH1-1,BACH1,Other
BACH1-2,BACH1,Other
BACH1-3,BACH1,Other
BACH1-4,BACH1,Other
BAD-1,BAD,Other
BAD-2,BAD,Other
BAD-3,BAD,Other
BAD-4,BAD,Other
BAG1-1,BAG1,Other
BAG1-2,BAG1,Other
BAG1-3,BAG1,Other
BAG1-4,BAG1,Other
ADGRB1-1,ADGRB1,Other
ADGRB1-2,ADGRB1,Other
ADGRB1-3,ADGRB1,Other
ADGRB1-4,ADGRB1,Other
ADGRB2-1,ADGRB2,Other
ADGRB2-2,ADGRB2,Other
ADGRB2-3,ADGRB2,Other
ADGRB2-4,ADGRB2,Other
ADGRB3-1,ADGRB3,Other
ADGRB3-2,ADGRB3,Other
ADGRB3-3,ADGRB3,Other
ADGRB3-4,ADGRB3,Other
BAK1-1,BAK1,Other
BAK1-2,BAK1,Other
BAK1-3,BAK1,Other
BAK1-4,BAK1,Other
NKX3-2-1,NKX3-2,Other
NKX3-2-2,NKX3-2,Other
NKX3-2-3,NKX3-2,Other
NKX3-2-4,NKX3-2,Other
BARD1-1,BARD1,Other
BARD1-2,BARD1,Other
BARD1-3,BARD1,Other
BARD1-4,BARD1,Other
BAX-1,BAX,Other
BAX-2,BAX,Other
BAX-3,BAX,Other
BAX-4,BAX,Other
BBS1-1,BBS1,Other
BBS1-2,BBS1,Other
BBS1-3,BBS1,Other
BBS1-4,BBS1,Other
BBS2-1,BBS2,Other
BBS2-2,BBS2,Other
BBS2-3,BBS2,Other
BBS2-4,BBS2,Other
BBS4-1,BBS4,Other
BBS4-2,BBS4,Other
BBS4-3,BBS4,Other
BBS4-4,BBS4,Other
BCAT1-1,BCAT1,Other
BCAT1-2,BCAT1,Other
BCAT1-3,BCAT1,Other
BCAT1-4,BCAT1,Other
BCAT2-1,BCAT2,Other
BCAT2-2,BCAT2,Other
BCAT2-3,BCAT2,Other
BCAT2-4,BCAT2,Other
BCHE-1,BCHE,Other
BCHE-2,BCHE,Other
BCHE-3,BCHE,Other
BCHE-4,BCHE,Other
BCKDHA-1,BCKDHA,Other
BCKDHA-2,BCKDHA,Other
BCKDHA-3,BCKDHA,Other
BCKDHA-4,BCKDHA,Other
BCKDHB-1,BCKDHB,Other
BCKDHB-2,BCKDHB,Other
BCKDHB-3,BCKDHB,Other
BCKDHB-4,BCKDHB,Other
CCND1-1,CCND1,Other
CCND1-2,CCND1,Other
CCND1-3,CCND1,Other
CCND1-4,CCND1,Other
BCL2-1,BCL2,Other
BCL2-2,BCL2,Other
BCL2-3,BCL2,Other
BCL2-4,BCL2,Other
BCL2A1-1,BCL2A1,Other
BCL2A1-2,BCL2A1,Other
BCL2A1-3,BCL2A1,Other
BCL2A1-4,BCL2A1,Other
BCL2L1-1,BCL2L1,Other
BCL2L1-2,BCL2L1,Other
BCL2L1-3,BCL2L1,Other
BCL2L1-4,BCL2L1,Other
BCL2L2-1,BCL2L2,Other
BCL2L2-2,BCL2L2,Other
BCL2L2-3,BCL2L2,Other
BCL2L2-4,BCL2L2,Other
BCL3-1,BCL3,Other
BCL3-2,BCL3,Other
BCL3-3,BCL3,Other
BCL3-4,BCL3,Other
BCL6-1,BCL6,Other
BCL6-2,BCL6,Other
BCL6-3,BCL6,Other
BCL6-4,BCL6,Other
BCL7A-1,BCL7A,Other
BCL7A-2,BCL7A,Other
BCL7A-3,BCL7A,Other
BCL7A-4,BCL7A,Other
BCL9-1,BCL9,Other
BCL9-2,BCL9,Other
BCL9-3,BCL9,Other
BCL9-4,BCL9,Other
TNFRSF17-1,TNFRSF17,Other
TNFRSF17-2,TNFRSF17,Other
TNFRSF17-3,TNFRSF17,Other
TNFRSF17-4,TNFRSF17,Other
HCN2-1,HCN2,Other
HCN2-2,HCN2,Other
HCN2-3,HCN2,Other
HCN2-4,HCN2,Other
OPN1SW-1,OPN1SW,Other
OPN1SW-2,OPN1SW,Other
OPN1SW-3,OPN1SW,Other
OPN1SW-4,OPN1SW,Other
BCR-1,BCR,Other
BCR-2,BCR,Other
BCR-3,BCR,Other
BCR-4,BCR,Other
BCS1L-1,BCS1L,Other
BCS1L-2,BCS1L,Other
BCS1L-3,BCS1L,Other
BCS1L-4,BCS1L,Other
BDH1-1,BDH1,Other
BDH1-2,BDH1,Other
BDH1-3,BDH1,Other
BDH1-4,BDH1,Other
BDKRB1-1,BDKRB1,Other
BDKRB1-2,BDKRB1,Other
BDKRB1-3,BDKRB1,Other
BDKRB1-4,BDKRB1,Other
BDKRB2-1,BDKRB2,Other
BDKRB2-2,BDKRB2,Other
BDKRB2-3,BDKRB2,Other
BDKRB2-4,BDKRB2,Other
CFB-1,CFB,Other
CFB-2,CFB,Other
CFB-3,CFB,Other
CFB-4,CFB,Other
BFSP1-1,BFSP1,Other
